dteday,yr,season,mnth,day,hr,holiday,weekday,workingday,casual,registered
3/16/2011,0,1,3,16,12,0,3,1,24,67
3/16/2011,0,1,3,16,13,0,3,1,16,78
3/16/2011,0,1,3,16,14,0,3,1,34,69
3/16/2011,0,1,3,16,15,0,3,1,20,76
3/16/2011,0,1,3,16,16,0,3,1,31,123
3/16/2011,0,1,3,16,17,0,3,1,35,213
3/16/2011,0,1,3,16,18,0,3,1,27,213
3/16/2011,0,1,3,16,19,0,3,1,16,147
3/16/2011,0,1,3,16,20,0,3,1,11,113
3/16/2011,0,1,3,16,21,0,3,1,1,72
3/16/2011,0,1,3,16,22,0,3,1,12,50
3/16/2011,0,1,3,16,23,0,3,1,7,15
3/17/2011,0,1,3,17,0,0,4,1,5,21
3/17/2011,0,1,3,17,1,0,4,1,1,8
3/17/2011,0,1,3,17,2,0,4,1,4,7
3/17/2011,0,1,3,17,3,0,4,1,1,1
3/17/2011,0,1,3,17,4,0,4,1,1,5
3/17/2011,0,1,3,17,5,0,4,1,0,10
3/17/2011,0,1,3,17,6,0,4,1,5,49
3/17/2011,0,1,3,17,7,0,4,1,10,125
3/17/2011,0,1,3,17,8,0,4,1,18,284
3/17/2011,0,1,3,17,9,0,4,1,21,159
3/17/2011,0,1,3,17,10,0,4,1,10,71
3/17/2011,0,1,3,17,11,0,4,1,18,63
3/17/2011,0,1,3,17,12,0,4,1,25,83
3/17/2011,0,1,3,17,13,0,4,1,24,82
3/17/2011,0,1,3,17,14,0,4,1,33,89
3/17/2011,0,1,3,17,15,0,4,1,28,92
3/17/2011,0,1,3,17,16,0,4,1,35,110
3/17/2011,0,1,3,17,17,0,4,1,46,262
3/17/2011,0,1,3,17,18,0,4,1,51,262
3/17/2011,0,1,3,17,19,0,4,1,16,186
3/17/2011,0,1,3,17,20,0,4,1,26,114
3/17/2011,0,1,3,17,21,0,4,1,17,116
3/17/2011,0,1,3,17,22,0,4,1,18,72
3/17/2011,0,1,3,17,23,0,4,1,5,40
3/18/2011,0,1,3,18,0,0,5,1,6,26
3/18/2011,0,1,3,18,1,0,5,1,2,9
3/18/2011,0,1,3,18,2,0,5,1,6,11
3/18/2011,0,1,3,18,3,0,5,1,1,1
3/18/2011,0,1,3,18,5,0,5,1,3,10
3/18/2011,0,1,3,18,6,0,5,1,1,32
3/18/2011,0,1,3,18,7,0,5,1,12,114
3/18/2011,0,1,3,18,8,0,5,1,22,253
3/18/2011,0,1,3,18,9,0,5,1,19,194
3/18/2011,0,1,3,18,10,0,5,1,41,71
3/18/2011,0,1,3,18,11,0,5,1,56,106
3/18/2011,0,1,3,18,12,0,5,1,70,120
3/18/2011,0,1,3,18,13,0,5,1,58,120
3/18/2011,0,1,3,18,14,0,5,1,69,100
3/18/2011,0,1,3,18,15,0,5,1,63,113
3/18/2011,0,1,3,18,16,0,5,1,65,134
3/18/2011,0,1,3,18,17,0,5,1,96,239
3/18/2011,0,1,3,18,18,0,5,1,82,244
3/18/2011,0,1,3,18,19,0,5,1,59,134
3/18/2011,0,1,3,18,20,0,5,1,44,100
3/18/2011,0,1,3,18,21,0,5,1,23,93
3/18/2011,0,1,3,18,22,0,5,1,53,60
3/18/2011,0,1,3,18,23,0,5,1,27,62
3/19/2011,0,1,3,19,0,0,6,0,24,47
3/19/2011,0,1,3,19,1,0,6,0,17,37
3/19/2011,0,1,3,19,2,0,6,0,3,17
3/19/2011,0,1,3,19,3,0,6,0,2,9
3/19/2011,0,1,3,19,4,0,6,0,1,2
3/19/2011,0,1,3,19,5,0,6,0,1,4
3/19/2011,0,1,3,19,6,0,6,0,0,7
3/19/2011,0,1,3,19,7,0,6,0,5,11
3/19/2011,0,1,3,19,8,0,6,0,9,34
3/19/2011,0,1,3,19,9,0,6,0,36,43
3/19/2011,0,1,3,19,10,0,6,0,53,82
3/19/2011,0,1,3,19,11,0,6,0,91,108
3/19/2011,0,1,3,19,12,0,6,0,124,138
3/19/2011,0,1,3,19,13,0,6,0,175,129
3/19/2011,0,1,3,19,14,0,6,0,166,141
3/19/2011,0,1,3,19,15,0,6,0,171,145
3/19/2011,0,1,3,19,16,0,6,0,173,126
3/19/2011,0,1,3,19,17,0,6,0,139,142
3/19/2011,0,1,3,19,18,0,6,0,90,122
3/19/2011,0,1,3,19,19,0,6,0,39,118
3/19/2011,0,1,3,19,20,0,6,0,37,66
3/19/2011,0,1,3,19,21,0,6,0,21,75
3/19/2011,0,1,3,19,22,0,6,0,25,42
3/19/2011,0,1,3,19,23,0,6,0,14,39
3/20/2011,0,1,3,20,0,0,0,0,5,30
3/20/2011,0,1,3,20,1,0,0,0,3,24
3/20/2011,0,1,3,20,2,0,0,0,4,21
3/20/2011,0,1,3,20,3,0,0,0,2,13
3/20/2011,0,1,3,20,4,0,0,0,2,1
3/20/2011,0,1,3,20,5,0,0,0,4,8
3/20/2011,0,1,3,20,6,0,0,0,1,3
3/20/2011,0,1,3,20,7,0,0,0,6,11
3/20/2011,0,1,3,20,8,0,0,0,5,27
3/20/2011,0,1,3,20,9,0,0,0,36,45
3/20/2011,0,1,3,20,10,0,0,0,53,78
3/20/2011,0,1,3,20,11,0,0,0,93,113
3/20/2011,0,1,3,20,12,0,0,0,118,105
3/20/2011,0,1,3,20,13,0,0,0,89,117
3/20/2011,0,1,3,20,14,0,0,0,143,131
3/20/2011,0,1,3,20,15,0,0,0,173,138
3/20/2011,0,1,3,20,16,0,0,0,90,129
3/20/2011,0,1,3,20,17,0,0,0,84,145
3/20/2011,0,1,3,20,18,0,0,0,56,95
3/20/2011,0,1,3,20,19,0,0,0,22,60
3/20/2011,0,1,3,20,20,0,0,0,19,43
3/20/2011,0,1,3,20,21,0,0,0,11,41
3/20/2011,0,1,3,20,22,0,0,0,6,27
3/20/2011,0,1,3,20,23,0,0,0,14,13
3/21/2011,0,2,3,21,0,0,1,1,2,8
3/21/2011,0,2,3,21,1,0,1,1,2,8
3/21/2011,0,2,3,21,2,0,1,1,1,2
3/21/2011,0,2,3,21,3,0,1,1,1,3
3/21/2011,0,2,3,21,5,0,1,1,1,1
3/21/2011,0,2,3,21,6,0,1,1,3,32
3/21/2011,0,2,3,21,7,0,1,1,1,12
3/21/2011,0,2,3,21,8,0,1,1,4,97
3/21/2011,0,2,3,21,9,0,1,1,10,112
3/21/2011,0,2,3,21,10,0,1,1,18,47
3/21/2011,0,2,3,21,11,0,1,1,30,44
3/21/2011,0,2,3,21,12,0,1,1,26,58
3/21/2011,0,2,3,21,13,0,1,1,33,74
3/21/2011,0,2,3,21,14,0,1,1,37,67
3/21/2011,0,2,3,21,15,0,1,1,39,63
3/21/2011,0,2,3,21,16,0,1,1,30,114
3/21/2011,0,2,3,21,17,0,1,1,39,228
3/21/2011,0,2,3,21,18,0,1,1,45,234
3/21/2011,0,2,3,21,19,0,1,1,20,196
3/21/2011,0,2,3,21,20,0,1,1,17,108
3/21/2011,0,2,3,21,21,0,1,1,10,76
3/21/2011,0,2,3,21,22,0,1,1,19,62
3/21/2011,0,2,3,21,23,0,1,1,6,19
3/22/2011,0,2,3,22,0,0,2,1,5,9
3/22/2011,0,2,3,22,1,0,2,1,4,10
3/22/2011,0,2,3,22,2,0,2,1,1,3
3/22/2011,0,2,3,22,3,0,2,1,1,2
3/22/2011,0,2,3,22,4,0,2,1,1,3
3/22/2011,0,2,3,22,5,0,2,1,1,8
3/22/2011,0,2,3,22,6,0,2,1,3,60
3/22/2011,0,2,3,22,7,0,2,1,2,129
3/22/2011,0,2,3,22,8,0,2,1,25,314
3/22/2011,0,2,3,22,9,0,2,1,17,156
3/22/2011,0,2,3,22,10,0,2,1,30,97
3/22/2011,0,2,3,22,11,0,2,1,20,61
3/22/2011,0,2,3,22,12,0,2,1,36,88
3/22/2011,0,2,3,22,13,0,2,1,19,82
3/22/2011,0,2,3,22,14,0,2,1,31,73
3/22/2011,0,2,3,22,15,0,2,1,53,76
3/22/2011,0,2,3,22,16,0,2,1,41,127
3/22/2011,0,2,3,22,17,0,2,1,40,262
3/22/2011,0,2,3,22,18,0,2,1,42,273
3/22/2011,0,2,3,22,19,0,2,1,20,139
3/22/2011,0,2,3,22,20,0,2,1,20,118
3/22/2011,0,2,3,22,21,0,2,1,22,60
3/22/2011,0,2,3,22,22,0,2,1,14,59
3/22/2011,0,2,3,22,23,0,2,1,2,25
3/23/2011,0,2,3,23,0,0,3,1,4,10
3/23/2011,0,2,3,23,1,0,3,1,0,4
3/23/2011,0,2,3,23,2,0,3,1,2,3
3/23/2011,0,2,3,23,3,0,3,1,0,3
3/23/2011,0,2,3,23,5,0,3,1,1,12
3/23/2011,0,2,3,23,6,0,3,1,1,40
3/23/2011,0,2,3,23,7,0,3,1,8,113
3/23/2011,0,2,3,23,8,0,3,1,12,244
3/23/2011,0,2,3,23,9,0,3,1,9,176
3/23/2011,0,2,3,23,10,0,3,1,13,57
3/23/2011,0,2,3,23,11,0,3,1,19,55
3/23/2011,0,2,3,23,12,0,3,1,12,70
3/23/2011,0,2,3,23,13,0,3,1,15,96
3/23/2011,0,2,3,23,14,0,3,1,11,68
3/23/2011,0,2,3,23,15,0,3,1,12,76
3/23/2011,0,2,3,23,16,0,3,1,11,120
3/23/2011,0,2,3,23,17,0,3,1,29,247
3/23/2011,0,2,3,23,18,0,3,1,18,215
3/23/2011,0,2,3,23,19,0,3,1,13,149
3/23/2011,0,2,3,23,20,0,3,1,1,69
3/23/2011,0,2,3,23,21,0,3,1,1,24
3/23/2011,0,2,3,23,22,0,3,1,4,35
3/23/2011,0,2,3,23,23,0,3,1,3,26
3/24/2011,0,2,3,24,0,0,4,1,0,8
3/24/2011,0,2,3,24,1,0,4,1,1,5
3/24/2011,0,2,3,24,2,0,4,1,0,3
3/24/2011,0,2,3,24,3,0,4,1,2,2
3/24/2011,0,2,3,24,4,0,4,1,0,1
3/24/2011,0,2,3,24,5,0,4,1,2,10
3/24/2011,0,2,3,24,6,0,4,1,0,38
3/24/2011,0,2,3,24,7,0,4,1,3,108
3/24/2011,0,2,3,24,8,0,4,1,2,117
3/24/2011,0,2,3,24,9,0,4,1,4,96
3/24/2011,0,2,3,24,10,0,4,1,8,52
3/24/2011,0,2,3,24,11,0,4,1,11,63
3/24/2011,0,2,3,24,12,0,4,1,10,79
3/24/2011,0,2,3,24,13,0,4,1,12,92
3/24/2011,0,2,3,24,14,0,4,1,15,63
3/24/2011,0,2,3,24,15,0,4,1,14,79
3/24/2011,0,2,3,24,16,0,4,1,4,75
3/24/2011,0,2,3,24,17,0,4,1,13,223
3/24/2011,0,2,3,24,18,0,4,1,15,194
3/24/2011,0,2,3,24,19,0,4,1,17,124
3/24/2011,0,2,3,24,20,0,4,1,6,107
3/24/2011,0,2,3,24,21,0,4,1,12,69
3/24/2011,0,2,3,24,22,0,4,1,1,56
3/24/2011,0,2,3,24,23,0,4,1,10,26
3/25/2011,0,2,3,25,0,0,5,1,1,14
3/25/2011,0,2,3,25,1,0,5,1,1,7
3/25/2011,0,2,3,25,2,0,5,1,0,2
3/25/2011,0,2,3,25,3,0,5,1,1,4
3/25/2011,0,2,3,25,4,0,5,1,1,2
3/25/2011,0,2,3,25,5,0,5,1,1,11
3/25/2011,0,2,3,25,6,0,5,1,0,29
3/25/2011,0,2,3,25,7,0,5,1,5,102
3/25/2011,0,2,3,25,8,0,5,1,7,225
3/25/2011,0,2,3,25,9,0,5,1,17,152
3/25/2011,0,2,3,25,10,0,5,1,13,50
3/25/2011,0,2,3,25,11,0,5,1,18,60
3/25/2011,0,2,3,25,12,0,5,1,35,105
3/25/2011,0,2,3,25,13,0,5,1,35,106
3/25/2011,0,2,3,25,14,0,5,1,28,100
3/25/2011,0,2,3,25,15,0,5,1,44,81
3/25/2011,0,2,3,25,16,0,5,1,21,124
3/25/2011,0,2,3,25,17,0,5,1,24,204
3/25/2011,0,2,3,25,18,0,5,1,6,187
3/25/2011,0,2,3,25,19,0,5,1,10,128
3/25/2011,0,2,3,25,20,0,5,1,4,72
3/25/2011,0,2,3,25,21,0,5,1,12,66
3/25/2011,0,2,3,25,22,0,5,1,1,37
3/25/2011,0,2,3,25,23,0,5,1,9,33
3/26/2011,0,2,3,26,0,0,6,0,1,22
3/26/2011,0,2,3,26,1,0,6,0,4,26
3/26/2011,0,2,3,26,2,0,6,0,2,18
3/26/2011,0,2,3,26,3,0,6,0,3,9
3/26/2011,0,2,3,26,4,0,6,0,2,1
3/26/2011,0,2,3,26,5,0,6,0,1,10
3/26/2011,0,2,3,26,6,0,6,0,2,5
3/26/2011,0,2,3,26,7,0,6,0,19,25
3/26/2011,0,2,3,26,8,0,6,0,22,39
3/26/2011,0,2,3,26,9,0,6,0,33,70
3/26/2011,0,2,3,26,10,0,6,0,30,90
3/26/2011,0,2,3,26,11,0,6,0,76,95
3/26/2011,0,2,3,26,12,0,6,0,96,126
3/26/2011,0,2,3,26,13,0,6,0,95,147
3/26/2011,0,2,3,26,14,0,6,0,91,120
3/26/2011,0,2,3,26,15,0,6,0,111,111
3/26/2011,0,2,3,26,16,0,6,0,116,127
3/26/2011,0,2,3,26,17,0,6,0,103,103
3/26/2011,0,2,3,26,18,0,6,0,62,86
3/26/2011,0,2,3,26,19,0,6,0,46,95
3/26/2011,0,2,3,26,20,0,6,0,16,64
3/26/2011,0,2,3,26,21,0,6,0,16,38
3/26/2011,0,2,3,26,22,0,6,0,15,43
3/26/2011,0,2,3,26,23,0,6,0,11,33
3/27/2011,0,2,3,27,0,0,0,0,3,23
3/27/2011,0,2,3,27,1,0,0,0,4,19
3/27/2011,0,2,3,27,2,0,0,0,4,12
3/27/2011,0,2,3,27,3,0,0,0,1,16
3/27/2011,0,2,3,27,4,0,0,0,1,2
3/27/2011,0,2,3,27,6,0,0,0,1,4
3/27/2011,0,2,3,27,7,0,0,0,0,4
3/27/2011,0,2,3,27,8,0,0,0,7,10
3/27/2011,0,2,3,27,9,0,0,0,15,34
3/27/2011,0,2,3,27,10,0,0,0,28,61
3/27/2011,0,2,3,27,11,0,0,0,21,82
3/27/2011,0,2,3,27,12,0,0,0,44,122
3/27/2011,0,2,3,27,13,0,0,0,45,97
3/27/2011,0,2,3,27,14,0,0,0,62,105
3/27/2011,0,2,3,27,15,0,0,0,59,108
3/27/2011,0,2,3,27,16,0,0,0,46,100
3/27/2011,0,2,3,27,17,0,0,0,48,106
3/27/2011,0,2,3,27,18,0,0,0,33,107
3/27/2011,0,2,3,27,19,0,0,0,21,77
3/27/2011,0,2,3,27,20,0,0,0,8,52
3/27/2011,0,2,3,27,21,0,0,0,5,26
3/27/2011,0,2,3,27,22,0,0,0,6,27
3/27/2011,0,2,3,27,23,0,0,0,1,13
3/28/2011,0,2,3,28,0,0,1,1,2,13
3/28/2011,0,2,3,28,1,0,1,1,2,1
3/28/2011,0,2,3,28,2,0,1,1,1,7
3/28/2011,0,2,3,28,3,0,1,1,0,2
3/28/2011,0,2,3,28,5,0,1,1,1,10
3/28/2011,0,2,3,28,6,0,1,1,0,37
3/28/2011,0,2,3,28,7,0,1,1,7,106
3/28/2011,0,2,3,28,8,0,1,1,13,236
3/28/2011,0,2,3,28,9,0,1,1,13,111
3/28/2011,0,2,3,28,10,0,1,1,20,44
3/28/2011,0,2,3,28,11,0,1,1,19,41
3/28/2011,0,2,3,28,12,0,1,1,6,68
3/28/2011,0,2,3,28,13,0,1,1,15,71
3/28/2011,0,2,3,28,14,0,1,1,13,62
3/28/2011,0,2,3,28,15,0,1,1,20,55
3/28/2011,0,2,3,28,16,0,1,1,13,114
3/28/2011,0,2,3,28,17,0,1,1,26,229
3/28/2011,0,2,3,28,18,0,1,1,19,217
3/28/2011,0,2,3,28,19,0,1,1,18,158
3/28/2011,0,2,3,28,20,0,1,1,3,104
3/28/2011,0,2,3,28,21,0,1,1,7,57
3/28/2011,0,2,3,28,22,0,1,1,0,37
3/28/2011,0,2,3,28,23,0,1,1,2,20
3/29/2011,0,2,3,29,0,0,2,1,1,12
3/29/2011,0,2,3,29,1,0,2,1,1,6
3/29/2011,0,2,3,29,2,0,2,1,0,3
3/29/2011,0,2,3,29,3,0,2,1,3,3
3/29/2011,0,2,3,29,4,0,2,1,1,1
3/29/2011,0,2,3,29,5,0,2,1,1,10
3/29/2011,0,2,3,29,6,0,2,1,2,43
3/29/2011,0,2,3,29,7,0,2,1,6,130
3/29/2011,0,2,3,29,8,0,2,1,17,265
3/29/2011,0,2,3,29,9,0,2,1,17,158
3/29/2011,0,2,3,29,10,0,2,1,11,43
3/29/2011,0,2,3,29,11,0,2,1,19,65
3/29/2011,0,2,3,29,12,0,2,1,27,74
3/29/2011,0,2,3,29,13,0,2,1,25,82
3/29/2011,0,2,3,29,14,0,2,1,18,63
3/29/2011,0,2,3,29,15,0,2,1,23,67
3/29/2011,0,2,3,29,16,0,2,1,10,121
3/29/2011,0,2,3,29,17,0,2,1,35,267
3/29/2011,0,2,3,29,18,0,2,1,40,249
3/29/2011,0,2,3,29,19,0,2,1,21,172
3/29/2011,0,2,3,29,20,0,2,1,11,116
3/29/2011,0,2,3,29,21,0,2,1,9,77
3/29/2011,0,2,3,29,22,0,2,1,4,46
3/29/2011,0,2,3,29,23,0,2,1,9,29
3/30/2011,0,2,3,30,0,0,3,1,1,5
3/30/2011,0,2,3,30,1,0,3,1,2,11
3/30/2011,0,2,3,30,2,0,3,1,0,1
3/30/2011,0,2,3,30,3,0,3,1,1,6
3/30/2011,0,2,3,30,4,0,3,1,1,0
3/30/2011,0,2,3,30,5,0,3,1,1,9
3/30/2011,0,2,3,30,6,0,3,1,2,41
3/30/2011,0,2,3,30,7,0,3,1,9,130
3/30/2011,0,2,3,30,8,0,3,1,14,244
3/30/2011,0,2,3,30,9,0,3,1,8,149
3/30/2011,0,2,3,30,10,0,3,1,11,48
3/30/2011,0,2,3,30,11,0,3,1,27,66
3/30/2011,0,2,3,30,12,0,3,1,13,62
3/30/2011,0,2,3,30,13,0,3,1,15,86
3/30/2011,0,2,3,30,14,0,3,1,14,61
3/30/2011,0,2,3,30,15,0,3,1,15,58
3/30/2011,0,2,3,30,16,0,3,1,0,33
3/30/2011,0,2,3,30,17,0,3,1,12,107
3/30/2011,0,2,3,30,18,0,3,1,4,76
3/30/2011,0,2,3,30,19,0,3,1,6,69
3/30/2011,0,2,3,30,20,0,3,1,2,37
3/30/2011,0,2,3,30,21,0,3,1,1,29
3/30/2011,0,2,3,30,22,0,3,1,1,18
3/30/2011,0,2,3,30,23,0,3,1,2,13
3/31/2011,0,2,3,31,0,0,4,1,0,3
3/31/2011,0,2,3,31,1,0,4,1,2,6
3/31/2011,0,2,3,31,2,0,4,1,0,2
3/31/2011,0,2,3,31,3,0,4,1,1,3
3/31/2011,0,2,3,31,4,0,4,1,0,2
3/31/2011,0,2,3,31,5,0,4,1,1,10
3/31/2011,0,2,3,31,6,0,4,1,2,31
3/31/2011,0,2,3,31,7,0,4,1,6,89
3/31/2011,0,2,3,31,8,0,4,1,5,182
3/31/2011,0,2,3,31,9,0,4,1,7,128
3/31/2011,0,2,3,31,10,0,4,1,13,51
3/31/2011,0,2,3,31,11,0,4,1,7,54
3/31/2011,0,2,3,31,12,0,4,1,15,70
3/31/2011,0,2,3,31,13,0,4,1,14,57
3/31/2011,0,2,3,31,14,0,4,1,25,46
3/31/2011,0,2,3,31,15,0,4,1,5,63
3/31/2011,0,2,3,31,16,0,4,1,11,69
3/31/2011,0,2,3,31,17,0,4,1,16,155
3/31/2011,0,2,3,31,18,0,4,1,10,162
3/31/2011,0,2,3,31,19,0,4,1,13,120
3/31/2011,0,2,3,31,20,0,4,1,4,76
3/31/2011,0,2,3,31,21,0,4,1,8,55
3/31/2011,0,2,3,31,22,0,4,1,5,41
3/31/2011,0,2,3,31,23,0,4,1,5,25
4/1/2011,0,2,4,1,0,0,5,1,0,3
4/1/2011,0,2,4,1,1,0,5,1,1,6
4/1/2011,0,2,4,1,2,0,5,1,0,4
4/1/2011,0,2,4,1,3,0,5,1,1,6
4/1/2011,0,2,4,1,4,0,5,1,0,3
4/1/2011,0,2,4,1,5,0,5,1,2,13
4/1/2011,0,2,4,1,6,0,5,1,2,23
4/1/2011,0,2,4,1,7,0,5,1,5,93
4/1/2011,0,2,4,1,8,0,5,1,6,195
4/1/2011,0,2,4,1,9,0,5,1,12,164
4/1/2011,0,2,4,1,10,0,5,1,10,60
4/1/2011,0,2,4,1,11,0,5,1,18,74
4/1/2011,0,2,4,1,12,0,5,1,13,77
4/1/2011,0,2,4,1,13,0,5,1,19,94
4/1/2011,0,2,4,1,14,0,5,1,24,58
4/1/2011,0,2,4,1,15,0,5,1,31,83
4/1/2011,0,2,4,1,16,0,5,1,40,122
4/1/2011,0,2,4,1,17,0,5,1,37,247
4/1/2011,0,2,4,1,18,0,5,1,34,202
4/1/2011,0,2,4,1,19,0,5,1,17,122
4/1/2011,0,2,4,1,20,0,5,1,2,72
4/1/2011,0,2,4,1,21,0,5,1,10,86
4/1/2011,0,2,4,1,22,0,5,1,8,61
4/1/2011,0,2,4,1,23,0,5,1,13,43
4/2/2011,0,2,4,2,0,0,6,0,1,26
4/2/2011,0,2,4,2,1,0,6,0,5,30
4/2/2011,0,2,4,2,2,0,6,0,1,17
4/2/2011,0,2,4,2,3,0,6,0,2,10
4/2/2011,0,2,4,2,4,0,6,0,0,2
4/2/2011,0,2,4,2,5,0,6,0,2,6
4/2/2011,0,2,4,2,6,0,6,0,3,4
4/2/2011,0,2,4,2,7,0,6,0,3,18
4/2/2011,0,2,4,2,8,0,6,0,8,42
4/2/2011,0,2,4,2,9,0,6,0,23,67
4/2/2011,0,2,4,2,10,0,6,0,39,110
4/2/2011,0,2,4,2,11,0,6,0,73,128
4/2/2011,0,2,4,2,12,0,6,0,82,97
4/2/2011,0,2,4,2,13,0,6,0,57,83
4/2/2011,0,2,4,2,14,0,6,0,95,90
4/2/2011,0,2,4,2,15,0,6,0,73,66
4/2/2011,0,2,4,2,16,0,6,0,109,82
4/2/2011,0,2,4,2,17,0,6,0,90,97
4/2/2011,0,2,4,2,18,0,6,0,67,107
4/2/2011,0,2,4,2,19,0,6,0,72,79
4/2/2011,0,2,4,2,20,0,6,0,27,53
4/2/2011,0,2,4,2,21,0,6,0,25,55
4/2/2011,0,2,4,2,22,0,6,0,12,38
4/2/2011,0,2,4,2,23,0,6,0,21,35
4/3/2011,0,2,4,3,0,0,0,0,6,28
4/3/2011,0,2,4,3,1,0,0,0,9,28
4/3/2011,0,2,4,3,2,0,0,0,3,16
4/3/2011,0,2,4,3,3,0,0,0,4,10
4/3/2011,0,2,4,3,4,0,0,0,1,0
4/3/2011,0,2,4,3,5,0,0,0,2,6
4/3/2011,0,2,4,3,6,0,0,0,8,20
4/3/2011,0,2,4,3,7,0,0,0,14,22
4/3/2011,0,2,4,3,8,0,0,0,16,41
4/3/2011,0,2,4,3,9,0,0,0,69,76
4/3/2011,0,2,4,3,10,0,0,0,109,101
4/3/2011,0,2,4,3,11,0,0,0,140,106
4/3/2011,0,2,4,3,12,0,0,0,164,144
4/3/2011,0,2,4,3,13,0,0,0,220,150
4/3/2011,0,2,4,3,14,0,0,0,238,106
4/3/2011,0,2,4,3,15,0,0,0,175,120
4/3/2011,0,2,4,3,16,0,0,0,145,153
4/3/2011,0,2,4,3,17,0,0,0,149,128
4/3/2011,0,2,4,3,18,0,0,0,69,98
4/3/2011,0,2,4,3,19,0,0,0,52,95
4/3/2011,0,2,4,3,20,0,0,0,22,52
4/3/2011,0,2,4,3,21,0,0,0,9,39
4/3/2011,0,2,4,3,22,0,0,0,5,26
4/3/2011,0,2,4,3,23,0,0,0,10,24
4/4/2011,0,2,4,4,0,0,1,1,1,2
4/4/2011,0,2,4,4,1,0,1,1,8,6
4/4/2011,0,2,4,4,2,0,1,1,1,1
4/4/2011,0,2,4,4,3,0,1,1,2,2
4/4/2011,0,2,4,4,4,0,1,1,1,1
4/4/2011,0,2,4,4,5,0,1,1,1,9
4/4/2011,0,2,4,4,6,0,1,1,1,40
4/4/2011,0,2,4,4,7,0,1,1,8,152
4/4/2011,0,2,4,4,8,0,1,1,29,305
4/4/2011,0,2,4,4,9,0,1,1,25,136
4/4/2011,0,2,4,4,10,0,1,1,33,52
4/4/2011,0,2,4,4,11,0,1,1,59,68
4/4/2011,0,2,4,4,12,0,1,1,57,95
4/4/2011,0,2,4,4,13,0,1,1,48,94
4/4/2011,0,2,4,4,14,0,1,1,45,73
4/4/2011,0,2,4,4,15,0,1,1,48,98
4/4/2011,0,2,4,4,16,0,1,1,57,127
4/4/2011,0,2,4,4,17,0,1,1,84,285
4/4/2011,0,2,4,4,18,0,1,1,76,305
4/4/2011,0,2,4,4,19,0,1,1,52,229
4/4/2011,0,2,4,4,20,0,1,1,38,130
4/4/2011,0,2,4,4,21,0,1,1,20,78
4/4/2011,0,2,4,4,22,0,1,1,15,55
4/4/2011,0,2,4,4,23,0,1,1,19,32
4/5/2011,0,2,4,5,0,0,2,1,8,9
4/5/2011,0,2,4,5,1,0,2,1,11,7
4/5/2011,0,2,4,5,2,0,2,1,0,2
4/5/2011,0,2,4,5,3,0,2,1,2,5
4/5/2011,0,2,4,5,4,0,2,1,0,2
4/5/2011,0,2,4,5,5,0,2,1,1,7
4/5/2011,0,2,4,5,6,0,2,1,2,33
4/5/2011,0,2,4,5,7,0,2,1,11,126
4/5/2011,0,2,4,5,8,0,2,1,7,145
4/5/2011,0,2,4,5,9,0,2,1,3,46
4/5/2011,0,2,4,5,10,0,2,1,1,22
4/5/2011,0,2,4,5,11,0,2,1,2,20
4/5/2011,0,2,4,5,12,0,2,1,4,29
4/5/2011,0,2,4,5,13,0,2,1,6,53
4/5/2011,0,2,4,5,14,0,2,1,7,64
4/5/2011,0,2,4,5,15,0,2,1,7,64
4/5/2011,0,2,4,5,16,0,2,1,15,110
4/5/2011,0,2,4,5,17,0,2,1,28,248
4/5/2011,0,2,4,5,18,0,2,1,17,245
4/5/2011,0,2,4,5,19,0,2,1,13,150
4/5/2011,0,2,4,5,20,0,2,1,2,84
4/5/2011,0,2,4,5,21,0,2,1,9,83
4/5/2011,0,2,4,5,22,0,2,1,1,40
4/5/2011,0,2,4,5,23,0,2,1,4,25
4/6/2011,0,2,4,6,0,0,3,1,0,12
4/6/2011,0,2,4,6,1,0,3,1,1,4
4/6/2011,0,2,4,6,2,0,3,1,0,2
4/6/2011,0,2,4,6,3,0,3,1,1,6
4/6/2011,0,2,4,6,4,0,3,1,0,1
4/6/2011,0,2,4,6,5,0,3,1,2,14
4/6/2011,0,2,4,6,6,0,3,1,2,49
4/6/2011,0,2,4,6,7,0,3,1,4,132
4/6/2011,0,2,4,6,8,0,3,1,15,305
4/6/2011,0,2,4,6,9,0,3,1,9,159
4/6/2011,0,2,4,6,10,0,3,1,19,45
4/6/2011,0,2,4,6,11,0,3,1,24,72
4/6/2011,0,2,4,6,12,0,3,1,20,109
4/6/2011,0,2,4,6,13,0,3,1,30,85
4/6/2011,0,2,4,6,14,0,3,1,33,77
4/6/2011,0,2,4,6,15,0,3,1,35,85
4/6/2011,0,2,4,6,16,0,3,1,25,139
4/6/2011,0,2,4,6,17,0,3,1,54,305
4/6/2011,0,2,4,6,18,0,3,1,41,279
4/6/2011,0,2,4,6,19,0,3,1,37,198
4/6/2011,0,2,4,6,20,0,3,1,13,123
4/6/2011,0,2,4,6,21,0,3,1,19,86
4/6/2011,0,2,4,6,22,0,3,1,11,68
4/6/2011,0,2,4,6,23,0,3,1,12,31
4/7/2011,0,2,4,7,0,0,4,1,3,12
4/7/2011,0,2,4,7,1,0,4,1,3,13
4/7/2011,0,2,4,7,2,0,4,1,0,4
4/7/2011,0,2,4,7,3,0,4,1,1,5
4/7/2011,0,2,4,7,4,0,4,1,0,1
4/7/2011,0,2,4,7,5,0,4,1,1,8
